"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.62317497809637e-20,0.477906163713441,0.574,0.479,2.15103148097331e-16,"0","Adgre5"
2.4603372636559e-20,0.433363402956318,0.565,0.457,3.2604389417968e-16,"0","Neat1"
3.01651987904544e-20,0.601244059761879,0.388,0.285,3.99749214371102e-16,"0","Gm12840"
2.35521176478744e-19,0.437889681755966,0.527,0.418,3.12112663069631e-15,"0","Arhgef18"
1.77846445415184e-18,0.321991191402747,0.75,0.678,2.35682109464202e-14,"0","Arhgap45"
3.68917488880109e-18,0.40636765798676,0.616,0.531,4.88889456263921e-14,"0","Pdcd4"
4.00784481901695e-18,0.384442379214335,0.618,0.531,5.31119595416126e-14,"0","Cyth4"
7.44460839009926e-18,0.359385624091201,0.519,0.401,9.86559503855954e-14,"0","Emb"
1.97977778912674e-17,0.496335259285233,0.458,0.361,2.62360152615075e-13,"0","Ptges3"
2.03566143370142e-17,0.334355204520819,0.686,0.594,2.69765853194112e-13,"0","Ccnd3"
5.0002505354691e-17,0.598461537034148,0.3,0.209,6.62633200960366e-13,"0","Sgk1"
8.06972759878294e-17,0.271900403026257,0.816,0.736,1.06940030139072e-12,"0","Atp1b3"
1.64285867984264e-16,0.520927750118087,0.422,0.331,2.17711632252747e-12,"0","Klf6"
2.81727894203814e-16,0.287740902859645,0.818,0.749,3.73345805398894e-12,"0","Jund"
2.52532707258756e-15,0.317250712903004,0.71,0.638,3.34656343659303e-11,"0","Grcc10"
4.36864015246348e-15,0.281962286284904,0.721,0.651,5.7893219300446e-11,"0","Srsf7"
4.5563372211986e-15,0.425758789942328,0.468,0.375,6.03805808553238e-11,"0","Ptpn6"
4.70073214435416e-15,0.319428289907453,0.692,0.632,6.22941023769813e-11,"0","Bcl11b"
6.11238832901344e-15,0.346341363537815,0.678,0.602,8.10013701360861e-11,"0","Snrnp70"
8.20519945598802e-15,0.409111492530575,0.575,0.497,1.08735303190753e-10,"0","Macf1"
8.25753454278667e-15,0.255767610110271,0.559,0.436,1.09428847761009e-10,"0","Cx3cr1"
1.47680845250197e-14,0.275488005853637,0.716,0.637,1.95706656125561e-10,"0","Gabarapl2"
7.30969776130306e-14,0.576640946946445,0.316,0.236,9.68681147327882e-10,"0","AY036118"
9.69543272679858e-14,0.252729818343693,0.807,0.763,1.28483874495535e-09,"0","Ets1"
1.51526293014339e-13,0.656859640322516,0.251,0.178,2.00802643502602e-09,"0","Ssh2"
2.2339102173002e-13,0.458779849364539,0.425,0.341,2.96037781996623e-09,"0","St3gal6"
2.30011145941058e-13,0.442838611983888,0.397,0.313,3.0481077060109e-09,"0","AI467606"
3.24389768997413e-13,0.446289267772793,0.397,0.314,4.29881321875371e-09,"0","Gm26917"
5.46007693377181e-13,0.388587388038178,0.536,0.452,7.2356939526344e-09,"0","Rora"
6.64314817789618e-13,0.384316449644484,0.506,0.421,8.80349996534802e-09,"0","S1pr1"
8.67606055538656e-13,0.460919165804489,0.356,0.274,1.14975154479983e-08,"0","H2-Q10"
1.32075986009989e-12,0.460527058388217,0.466,0.393,1.75027096660438e-08,"0","Foxp1"
1.5952254542076e-12,0.314608227052458,0.635,0.569,2.11399277191591e-08,"0","Ablim1"
2.53866851197949e-12,0.31806592724477,0.607,0.536,3.36424351207522e-08,"0","9930111J21Rik2"
2.95108909345742e-12,0.597892729046452,0.275,0.203,3.91078326664977e-08,"0","Hist1h1c"
7.99095773471697e-12,0.39747516291402,0.527,0.456,1.05896171900469e-07,"0","Rbm5"
9.44383133455689e-12,0.554404315540763,0.27,0.199,1.25149652845548e-07,"0","Tsc22d3"
